treat,age,hisp,black,married,educ,nodegr,re19,re20,re22
0,31,1,0,1,11.8,0,20953,22277,36990
1,41,1,0,1,10.8,0,34159,33601,38849
0,42,0,0,1,13.0,0,30739,30414,38881
0,51,0,0,1,11.0,0,20560,20115,42913
1,49,0,0,0,11.0,1,31449,31083,44687
1,51,1,1,1,10.8,0,50539,51518,43364
0,55,0,1,0,7.0,0,38739,37724,39756
1,28,0,0,1,11.0,0,45831,44709,38028
0,52,0,0,0,7.0,0,31989,32875,48593
0,46,0,1,1,7.0,1,32856,32633,42850
1,40,0,1,0,10.0,0,28859,28545,41721
1,52,1,0,0,6.8,0,30875,30365,42743
0,38,0,0,0,12.0,0,45980,46483,49326
1,23,0,0,1,9.0,0,40075,40238,38444
1,56,1,0,1,12.8,0,31339,31562,42037
0,41,0,1,0,7.0,0,22878,21484,46289
0,51,0,0,0,8.0,0,55648,57021,34653
0,24,0,0,1,10.0,0,32872,33793,39173
1,27,0,1,1,8.0,1,27843,29592,45112
0,39,0,1,0,12.0,1,43810,43041,46968
0,36,0,0,0,8.0,0,28815,27887,36686
0,44,1,1,0,11.8,0,55277,56840,41213
0,28,0,0,1,12.0,0,58773,59674,41153
1,26,0,1,1,10.0,0,52469,51293,47032
0,38,0,1,0,11.0,0,40332,40844,42035
1,41,0,0,0,13.0,0,36303,36851,43666
1,25,0,0,1,10.0,0,22187,22903,38388
0,46,1,1,1,7.8,1,54877,55923,44923
0,30,0,0,0,11.0,0,51175,51259,46754
1,55,0,0,0,13.0,0,58375,58284,42315
1,49,0,1,0,7.0,0,27349,26459,42986
1,59,0,0,0,8.0,0,44471,44742,37469
0,31,1,0,0,7.8,0,50468,49233,40551
1,54,0,1,1,7.0,0,46137,46125,40478
0,21,0,0,0,10.0,0,44895,47157,44408
0,50,0,0,0,11.0,0,32235,32571,40149
0,23,0,0,1,9.0,1,56958,56538,44117
0,57,0,1,0,8.0,0,57473,57828,50004
0,44,0,0,0,13.0,0,53590,54298,42429
1,34,0,1,0,11.0,0,58429,57368,42269
0,39,0,0,0,11.0,0,22144,22625,50267
0,29,1,0,0,11.8,0,20589,19130,44783
0,40,0,0,1,13.0,0,20936,20452,42737
0,43,0,0,1,11.0,0,29565,28384,39037
1,20,1,0,1,8.8,1,53432,52403,43687
1,33,1,0,1,6.8,1,37379,37469,41285
0,36,0,1,1,10.0,0,32073,32714,44145
0,18,0,0,1,8.0,1,58385,57443,40512
0,54,1,0,0,7.8,0,44267,45821,47000
1,35,0,1,1,13.0,0,20912,21437,41521
1,32,1,0,1,10.8,0,27163,27413,44184
0,31,0,0,1,9.0,0,50424,51808,39637
0,47,0,0,0,7.0,0,35473,34681,49783
1,48,1,1,0,10.8,0,43720,43557,47095
0,51,0,0,0,9.0,0,50847,52233,37863
0,47,0,0,1,12.0,0,31501,32583,41070
0,37,0,1,1,11.0,0,28899,28120,38691
0,57,0,0,1,7.0,0,33298,32704,45270
0,50,0,0,1,9.0,0,39640,38789,48331
1,64,0,0,1,10.0,0,34262,35687,38414
0,22,0,0,1,9.0,0,48744,50277,38612
1,61,0,0,0,11.0,0,57285,58022,46490
0,62,1,0,1,9.8,0,44751,44712,36730
1,25,0,0,1,12.0,0,34073,34052,50630
0,44,0,0,0,7.0,0,55867,56343,49209
1,63,0,0,0,7.0,0,55479,57018,43686
1,61,1,0,0,8.8,0,21446,22074,40712
0,38,0,0,1,13.0,0,59836,58447,42545
0,41,0,1,0,10.0,0,30168,28678,44188
1,35,0,0,1,13.0,0,37742,38211,49319
1,47,1,0,0,9.8,0,51755,50959,44763
1,50,0,0,0,9.0,0,49410,49738,48554
1,46,0,0,1,13.0,0,23596,23989,47187
0,53,1,0,0,11.8,0,28211,27108,39574
0,55,0,0,1,10.0,0,29234,29538,40397
0,31,1,0,1,10.8,0,49512,50243,50018
0,43,0,1,0,9.0,0,33391,33700,38640
1,33,0,1,1,11.0,1,51167,48960,45598
0,50,0,0,0,13.0,0,27716,28795,39690
1,61,1,0,0,9.8,0,40945,39676,42615
1,30,0,0,1,9.0,0,23355,23151,42854
1,59,0,0,1,13.0,0,20222,20528,42118
0,31,0,0,1,13.0,0,43699,43763,43207
0,32,0,0,1,10.0,0,53699,53295,45515
0,20,0,1,1,8.0,0,37013,38370,40397
1,36,0,0,0,7.0,0,25470,26450,40039
0,25,1,0,0,10.8,0,59895,59089,40253
0,38,0,1,0,13.0,0,57237,55070,47767
1,21,1,0,1,9.8,0,31055,31306,42889
1,47,0,0,1,11.0,0,55580,56739,45716
0,18,0,0,0,7.0,0,54411,54389,39834
0,60,1,1,0,8.8,0,40175,41339,35460
0,29,0,0,1,7.0,0,23180,23934,35565
0,45,0,0,0,11.0,0,55092,54119,41326
0,59,0,0,0,9.0,0,23431,23136,45855
0,52,0,0,1,13.0,0,26854,28224,42123
0,35,0,0,1,13.0,0,31214,31864,45117
1,22,0,0,0,8.0,1,31991,33792,36951
1,41,0,0,1,11.0,0,20464,19446,44371
0,42,0,0,0,12.0,0,41822,43065,35784
1,62,0,0,1,11.0,0,51262,51710,35945
1,46,0,1,1,10.0,0,21559,24092,38469
1,53,0,0,1,11.0,0,20445,20151,37670
0,59,0,1,0,13.0,0,23878,24385,43761
0,32,1,0,0,12.8,0,56965,56610,41306
0,47,1,0,0,10.8,0,27967,27005,42568
0,50,1,0,0,7.8,0,31891,31544,42843
1,25,0,0,1,7.0,1,38618,38482,44025
1,35,0,1,1,7.0,0,50910,51333,45926
1,62,1,1,0,10.8,0,57926,59207,43752
0,41,0,0,0,10.0,0,40156,42470,44702
1,24,0,0,1,12.0,0,44907,44908,48376
1,38,1,0,1,8.8,0,29718,31030,46243
1,35,0,1,1,13.0,1,49084,49940,43904
0,30,0,0,1,8.0,0,32311,33426,32893
1,20,0,1,1,12.0,0,56243,54741,48366
1,64,0,0,0,10.0,0,41404,41761,37390
0,42,0,0,1,11.0,0,39638,37945,39490
1,59,0,0,0,8.0,0,51857,50788,45914
0,28,1,0,1,7.8,0,22061,22492,41638
1,53,0,0,1,13.0,0,25335,24144,43459
0,48,1,0,0,10.8,0,34720,33677,42171
1,37,0,0,0,9.0,0,49941,50379,44009
1,31,0,0,1,11.0,0,29900,31339,41973
0,18,0,1,1,11.0,0,20669,20856,41438
0,44,0,0,0,9.0,0,55674,56681,42591
0,64,0,0,0,10.0,0,39517,38756,39751
0,23,0,0,1,8.0,0,35084,34253,42803
0,22,0,0,1,9.0,0,50890,52463,38473
1,59,0,1,0,9.0,0,59870,59549,46273
1,26,0,0,1,9.0,1,47711,47032,40640
0,57,0,1,0,11.0,0,29416,28953,39424
0,21,0,1,1,9.0,0,37565,37883,35983
1,27,1,0,1,8.8,0,44167,45848,43027
0,56,1,1,0,6.8,0,39090,39471,41721
1,49,0,0,1,8.0,0,27275,25527,40777
0,30,0,1,1,9.0,0,58294,58820,43917
1,26,0,0,1,7.0,0,42508,42248,39717
0,26,0,0,1,7.0,0,41549,42795,36826
0,32,0,0,1,9.0,0,49951,49090,41324
1,55,1,0,0,6.8,0,36142,35548,43271
1,43,0,0,1,10.0,0,56904,57437,38975
0,33,0,0,0,8.0,0,51411,51242,42787
0,20,1,1,1,10.8,1,31337,32598,45361
0,38,0,1,1,8.0,0,24606,24830,37893
0,24,0,0,1,9.0,1,24682,24613,36749
0,58,0,0,0,10.0,0,48677,48405,43886
0,30,1,1,0,11.8,0,57337,57693,45235
1,51,0,0,0,7.0,0,27690,28876,38671
1,56,1,0,0,8.8,0,45056,45835,46436
1,58,0,0,0,10.0,0,47863,47373,42732
0,20,0,0,1,8.0,0,44518,43508,42541
1,41,0,0,0,7.0,0,38920,37145,43091
0,24,0,0,1,7.0,0,27022,25464,37306
0,55,0,0,0,7.0,0,29223,28702,36940
1,54,1,1,0,10.8,0,42989,44935,40743
0,32,0,0,1,13.0,0,54778,53386,42548
1,59,1,0,1,10.8,0,31215,30523,46791
0,52,0,1,1,7.0,0,42494,42508,42386
0,29,0,0,1,9.0,0,30153,30510,33721
0,42,0,0,1,12.0,0,33862,34486,37405
0,30,1,1,1,6.8,1,57670,58116,36627
0,48,0,0,1,11.0,0,43676,44382,44966
1,26,1,0,1,7.8,1,21135,21239,31072
0,64,0,1,0,10.0,0,53968,54503,48000
0,61,0,1,0,8.0,0,31343,31621,43737
0,39,0,0,1,10.0,0,40884,41123,43523
0,42,1,0,0,10.8,0,45577,45329,34295
1,59,0,0,1,13.0,0,34306,34533,41552
1,25,0,0,1,12.0,1,55461,54992,39322
1,28,0,1,0,12.0,0,55270,55573,42057
1,18,0,0,1,12.0,1,26128,25309,40175
0,41,0,0,1,13.0,0,44491,43810,48762
0,34,1,1,0,7.8,0,23709,23126,41768
0,40,0,0,0,8.0,1,49746,51079,43504
0,59,0,0,1,13.0,0,48323,48157,48717
1,19,1,1,1,11.8,0,30547,29482,44056
0,27,0,0,0,8.0,0,41532,41645,37310
1,20,1,0,1,10.8,0,55040,54496,41805
0,25,0,0,1,9.0,0,23222,24692,39592
1,44,0,1,1,8.0,0,31161,29158,39257
1,53,0,1,0,9.0,0,26666,27841,46499
0,61,0,0,0,9.0,0,36624,36121,50189
1,62,1,0,0,11.8,0,49867,48140,54263
1,39,0,0,1,7.0,0,43493,41978,39036
1,39,1,1,0,7.8,0,33016,32950,46724
0,26,0,1,1,11.0,0,31026,30942,42810
1,25,0,1,0,11.0,0,52093,51795,43569
0,37,0,0,1,11.0,1,22754,21274,49109
1,32,0,0,0,12.0,0,43662,42526,45889
0,51,0,0,0,13.0,0,42948,41731,36995
0,27,0,1,1,8.0,0,29446,28903,39049
0,33,0,0,1,13.0,0,35747,34492,44758
0,61,0,0,0,9.0,0,34493,35051,37233
0,20,1,1,0,11.8,0,52611,54584,34898
0,20,0,1,1,10.0,0,48504,47543,38558
0,50,1,1,1,8.8,0,55971,53992,35874
1,28,0,1,1,7.0,0,31764,31917,40664
1,61,1,0,1,9.8,0,31098,31014,47683
0,60,0,1,0,12.0,0,47980,50801,48754
1,27,0,1,1,8.0,0,54125,54086,37589
0,29,0,0,1,7.0,1,36120,36325,40725
1,38,0,1,1,11.0,0,24717,23900,40689
0,48,0,1,1,12.0,1,40704,41248,41296
0,31,0,1,1,10.0,0,21581,22802,32420
0,60,0,0,0,9.0,0,32382,30958,35472
0,19,0,1,1,11.0,1,20984,20682,41016
1,28,0,1,0,10.0,0,47473,48253,43784
1,58,0,1,1,12.0,0,52258,53002,36910
1,56,0,1,1,12.0,0,34985,35785,44665
0,59,0,0,0,9.0,0,45515,45512,47526
1,57,0,0,0,9.0,0,31046,31531,40293
1,59,0,1,0,7.0,0,50938,51490,51148
0,62,0,1,0,11.0,0,49380,48058,38110
1,37,0,0,1,8.0,0,30988,30096,45339
1,55,0,1,1,9.0,0,39913,39326,46393
1,34,0,1,1,12.0,0,48817,50512,43581
0,41,0,0,0,11.0,0,35503,36555,46295
1,61,1,0,1,7.8,0,34490,33082,37767
1,42,0,0,1,11.0,0,42054,42125,41048
1,52,1,0,0,9.8,0,35720,36233,52810
1,60,1,1,1,6.8,0,39736,40646,38289
0,51,0,0,0,7.0,0,33026,31639,45271
1,62,0,1,0,9.0,0,58071,57953,41815
0,60,0,0,1,7.0,0,39837,39328,41796
0,58,0,0,0,11.0,0,47169,47291,43414
1,40,0,1,1,12.0,0,32289,32552,43442
1,30,0,0,1,8.0,0,22812,23196,36173
1,28,0,0,1,11.0,0,58357,58575,46208
0,51,1,0,0,8.8,0,25987,26337,33897
0,50,0,0,0,13.0,0,52133,52924,45368
0,21,1,1,1,11.8,1,21856,21780,39828
0,42,0,0,1,10.0,0,49894,50757,39515
1,35,1,1,1,8.8,0,50198,51624,41890
0,21,0,0,1,11.0,0,29517,30180,40452
1,56,0,1,1,7.0,0,28845,28946,46810
0,20,0,0,1,11.0,0,41021,41007,35541
0,33,1,1,1,9.8,0,32427,32020,44690
0,21,0,0,1,10.0,0,36661,37644,48010
0,20,0,0,1,11.0,1,22690,23836,32843
0,29,0,0,1,11.0,0,35465,36052,37879
1,24,0,1,1,10.0,0,26141,27030,47427
1,32,1,0,0,11.8,0,49022,48910,47421
0,34,0,0,0,7.0,0,46874,46227,42269
1,60,0,0,0,10.0,0,53967,53575,36165
0,26,1,0,1,8.8,0,57211,58296,41367
1,36,1,0,0,6.8,0,36950,38199,52671
1,32,0,0,0,13.0,0,39276,38772,42556
1,26,0,1,1,8.0,1,33197,34748,49309
0,44,0,0,1,8.0,0,41290,40527,40986
1,27,1,0,1,11.8,0,25363,24963,41164
0,47,0,1,0,8.0,0,57573,57288,39043
1,46,1,0,1,9.8,1,24061,24995,43019
1,33,0,0,1,12.0,0,22441,23444,44340
0,39,0,1,1,11.0,0,47766,50175,41687
1,32,0,0,1,7.0,0,33248,32783,41153
0,61,0,0,0,13.0,0,58070,57015,46627
1,47,0,1,0,7.0,0,36237,34385,41319
1,27,1,1,1,8.8,0,24402,23436,48712
0,41,0,1,0,7.0,0,53760,53907,44082
0,43,0,0,1,8.0,0,28523,28582,38155
0,24,1,0,1,8.8,0,41246,42825,38161
1,53,0,0,1,13.0,0,23803,24339,44005
0,32,1,1,0,7.8,0,58019,58756,38974
0,37,1,0,1,12.8,0,43331,43107,43531
1,24,1,0,1,9.8,0,44451,44511,42932
1,18,0,0,1,11.0,0,44476,45498,34613
1,34,0,1,1,12.0,0,57286,55986,52304
0,26,0,1,1,9.0,0,43591,40983,40798
0,46,0,0,0,8.0,0,42015,40363,38868
0,32,0,0,1,11.0,1,33754,33043,45586
0,60,0,0,0,10.0,0,38731,38861,31836
0,42,0,0,1,11.0,0,31447,32984,43034
0,49,0,1,0,9.0,0,58159,57887,40103
0,58,0,0,1,11.0,1,37511,36673,44829
0,42,0,0,1,13.0,0,28776,28128,38711
1,61,0,1,1,10.0,0,40471,40204,44418
0,36,0,0,1,12.0,0,31556,30403,39858
0,51,0,1,1,9.0,0,48406,47214,37918
1,18,0,1,0,12.0,1,42050,40641,41273
0,49,0,1,1,13.0,0,33348,32751,34346
0,29,0,0,0,11.0,0,47398,47649,50526
0,27,0,0,0,8.0,0,32402,31453,40039
0,23,0,0,1,8.0,0,21791,22180,43572
0,22,0,1,1,12.0,1,53147,52589,39507
1,47,1,1,0,7.8,0,45684,45040,42255
0,20,1,0,1,11.8,0,20521,21904,46091
1,30,0,0,0,12.0,1,24049,22660,51394
1,43,0,0,1,13.0,0,52427,53394,47615
0,51,1,1,1,6.8,0,46668,46970,40072
0,60,0,0,0,13.0,0,23245,23467,39971
1,36,1,1,1,9.8,0,22359,22064,45815
1,36,0,1,1,7.0,0,54631,52718,40017
1,58,0,1,0,13.0,0,59419,58600,46437
0,20,0,0,0,10.0,0,52655,52704,39968
1,64,1,0,0,10.8,0,32602,32597,44041
0,52,1,1,0,12.8,0,59746,59111,46621
0,26,0,0,1,10.0,1,24780,23375,40076
0,18,0,0,1,11.0,0,50214,51401,39892
0,23,1,0,1,11.8,0,37680,36376,44540
1,37,0,1,1,10.0,0,41691,41092,36568
0,46,0,0,0,12.0,0,44356,42765,45282
1,22,0,0,1,12.0,0,39448,39761,41493
0,58,0,1,0,12.0,0,28924,29219,35888
1,33,0,0,0,7.0,0,59785,61469,42383
0,55,0,0,0,7.0,0,37596,38390,39603
1,18,0,0,1,13.0,0,48294,50148,40364
1,32,0,0,1,10.0,0,22819,22705,43049
1,48,1,0,0,10.8,0,45414,45965,44410
1,19,0,1,1,7.0,0,57914,58547,45673
1,21,0,0,1,8.0,0,22586,23462,45087
1,29,0,1,1,7.0,0,27451,26735,39145
1,61,0,1,0,7.0,0,45287,45628,43862
1,31,0,1,1,12.0,0,54986,54284,44761
0,62,0,0,1,9.0,0,25719,25635,46104
1,38,0,1,1,8.0,0,21530,22222,45061
1,18,0,0,1,8.0,0,30452,30223,48782
1,60,0,0,0,9.0,0,37101,37783,46061
1,35,0,0,1,7.0,1,57041,56670,42452
0,52,0,0,0,13.0,0,35149,33699,44560
1,50,0,0,0,8.0,0,59397,59662,37757
1,46,1,0,0,9.8,0,43895,43832,43821
0,18,0,0,1,12.0,1,59804,58486,44064
1,42,0,0,0,13.0,0,32827,32935,46381
1,62,0,0,0,11.0,0,35536,36166,50670
1,27,0,1,1,10.0,0,29182,28103,44028
1,47,0,1,1,9.0,0,25674,26368,41122
1,60,0,1,1,7.0,0,51581,52254,47949
0,20,0,0,0,7.0,1,58242,58710,38788
0,21,0,0,0,7.0,0,33946,32269,32974
0,30,0,1,0,13.0,0,49738,50293,41059
1,25,0,0,1,12.0,0,28041,28440,41617
1,53,0,0,1,9.0,0,44626,44183,47101
1,61,0,0,0,10.0,0,57383,56188,50184
1,64,0,0,0,13.0,0,52246,54698,48807
0,25,0,1,1,13.0,0,59033,59797,39534
0,64,1,0,1,10.8,0,32073,32389,42792
1,54,0,1,0,12.0,0,39938,39309,42809
1,40,1,0,0,10.8,0,59144,57753,46106
1,64,0,0,0,12.0,0,52171,52850,46850
1,61,1,0,0,8.8,0,26836,27821,42534
0,32,0,0,1,7.0,1,20779,20633,39914
1,50,1,0,1,8.8,0,22388,23347,42492
1,50,0,0,0,8.0,0,25176,24775,43811
0,28,0,0,1,8.0,0,42002,43034,35941
0,20,0,0,1,10.0,0,40657,39436,42347
1,33,0,0,1,7.0,1,46447,44129,39334
0,40,0,0,0,8.0,1,26284,28673,42416
0,31,0,0,1,8.0,0,22761,23269,41645
1,37,0,0,1,13.0,0,27696,27400,42933
0,60,0,0,0,9.0,0,46988,46482,49855
1,27,0,0,0,12.0,0,43482,43813,44743
0,25,0,0,1,10.0,0,20327,19280,38008
0,20,0,0,1,7.0,0,57971,57804,39342
1,50,1,0,1,6.8,0,21909,21791,40063
1,58,1,1,0,9.8,0,55580,52366,49108
0,34,0,0,1,7.0,0,34780,33567,45674
0,23,0,1,0,7.0,0,25169,26306,38246
0,40,0,0,0,12.0,0,49168,49377,46768
0,27,1,0,1,12.8,0,27782,26488,47483
0,26,0,1,0,12.0,0,36527,36296,35657
1,47,0,1,0,10.0,0,51153,51569,45863
0,30,0,1,1,9.0,0,31445,29558,45322
0,18,0,0,1,7.0,0,38430,38319,37368
0,33,1,0,1,9.8,0,47197,47618,40956
1,57,0,1,1,7.0,0,22299,22003,44837
1,21,1,0,1,10.8,0,24335,22257,41756
0,40,0,0,0,12.0,0,44414,45334,36956
0,22,0,1,1,11.0,1,51539,51902,39405
1,56,0,1,1,12.0,0,29697,30851,46705
0,32,1,1,1,6.8,1,31145,30572,45189
0,20,1,0,1,10.8,0,41390,40870,41247
0,40,0,1,0,11.0,0,59967,60334,43867
1,47,0,0,0,7.0,0,36212,34384,47107
1,50,1,1,1,11.8,0,29312,27253,51813
1,48,1,0,0,11.8,0,35892,35943,42612
1,57,1,0,0,12.8,0,35346,37508,37203
0,33,0,1,1,8.0,0,35875,35287,40894
1,27,1,1,0,7.8,1,44070,44367,45459
1,39,1,0,1,7.8,0,54103,54963,44780
1,32,1,0,0,11.8,0,57176,57624,40967
0,61,1,0,1,6.8,0,22062,22367,41754
1,40,0,1,1,8.0,0,52997,53221,33136
1,33,1,0,1,6.8,0,23597,23547,38524
0,59,0,1,0,12.0,0,26104,26919,43016
1,38,0,0,0,12.0,0,41904,43108,48590
0,30,0,0,1,9.0,1,58010,59037,40278
1,54,0,0,0,7.0,0,32801,32698,42596
0,27,0,1,0,11.0,0,39374,39794,45732
0,33,0,0,1,8.0,1,23046,22284,39970
0,52,1,0,1,11.8,0,53136,50508,42279
0,29,0,0,1,11.0,0,31572,31856,41519
0,41,0,0,0,9.0,0,34526,33767,36739
0,25,0,1,1,11.0,1,29405,28335,31753
1,21,0,0,1,13.0,1,24574,24437,44130
1,35,1,0,1,7.8,1,47201,45600,42074
1,58,0,0,0,8.0,1,47339,47919,43650
1,32,0,0,1,12.0,0,44102,42793,47625
0,42,1,0,0,11.8,0,29359,28263,49793
1,64,0,0,1,9.0,0,29160,28354,44880
1,46,1,0,0,12.8,0,39043,40179,38328
0,59,0,1,0,13.0,0,24571,24120,41892
0,34,0,1,0,9.0,0,30156,29278,37364
1,25,0,0,1,11.0,0,42200,41905,43620
0,55,1,1,1,12.8,0,39144,41113,42328
0,39,0,1,1,10.0,0,30896,31261,46753
1,40,0,1,0,13.0,0,31989,31960,52264
0,63,1,0,0,11.8,0,50857,49147,45182
0,64,0,0,0,13.0,0,57157,57570,44697
1,54,0,0,1,12.0,0,30744,30808,40832
0,26,0,1,1,13.0,0,45784,47327,32873
0,26,1,0,1,6.8,0,43293,43669,38319
1,42,0,1,0,8.0,0,34466,35079,43962
1,52,0,1,0,8.0,0,48153,49186,40317
0,49,0,1,0,11.0,0,26597,25355,40250
0,64,0,0,0,10.0,0,37161,38761,39992
0,58,0,0,0,9.0,0,36967,37070,51520
0,23,0,1,1,10.0,0,52498,52004,39837
1,50,0,0,0,10.0,0,30544,30904,45808
1,38,0,0,1,10.0,0,45169,45319,42522
0,18,1,1,1,6.8,0,20638,19628,32676
0,20,0,0,1,7.0,0,54779,55451,39228
0,51,0,1,0,8.0,0,44525,43917,37278
0,29,0,1,1,11.0,0,45342,46451,43433
1,31,0,0,1,9.0,0,39885,37909,40428
0,63,1,0,0,9.8,0,37891,39284,40580
0,27,0,1,1,8.0,0,57442,57319,45525
0,48,0,0,1,9.0,0,27652,26202,45279
0,42,0,0,0,9.0,0,49063,49078,39351
0,63,0,0,0,13.0,0,54889,53668,46794
1,60,0,0,0,9.0,0,42446,41961,46532
0,19,0,0,1,10.0,1,31114,31247,41223
0,36,1,0,0,7.8,0,59408,58178,46493
1,58,0,0,0,10.0,0,23589,23249,40262
0,23,0,0,1,7.0,0,39798,39063,42872
1,30,0,1,1,11.0,0,25767,24838,40249
0,23,1,0,1,7.8,0,58925,57608,43190
0,45,0,1,1,10.0,0,29514,29068,46552
1,34,1,1,0,10.8,0,20800,22178,44916
0,29,0,1,1,7.0,0,34087,35511,43931
1,25,1,0,1,6.8,0,52219,53298,39053
1,42,0,1,1,11.0,0,30404,28990,39371
0,31,1,0,1,11.8,0,43160,43359,41917
0,30,0,0,0,10.0,0,49901,50664,32853
1,48,0,1,0,9.0,0,50765,52279,41027
1,22,0,1,1,7.0,0,54536,55802,39233
1,47,0,1,0,13.0,0,54941,53476,39837
0,35,1,1,1,9.8,0,37586,36050,38795
0,56,0,0,0,7.0,0,29437,27781,40160
0,55,0,0,0,7.0,0,47631,45368,43336
1,23,0,1,1,12.0,0,22813,20724,44061
0,27,1,0,1,7.8,1,31961,31453,32396
0,23,1,0,1,9.8,1,50652,50927,38866
1,37,1,1,1,11.8,0,24502,24560,45813
0,28,1,0,1,11.8,0,41578,41751,47910
0,51,1,0,1,6.8,0,40257,39583,42382
1,24,0,1,1,8.0,0,56589,56252,39222
0,45,0,0,0,8.0,0,35072,34697,35128
0,29,1,1,1,6.8,0,30635,31565,41662
0,25,0,0,1,10.0,1,40612,39584,43444
0,27,1,0,1,12.8,0,27848,29476,45871
1,53,0,0,1,7.0,0,50161,50911,40734
1,30,1,0,1,6.8,0,55147,53902,42821
1,28,0,0,1,9.0,0,36148,36221,33377
0,29,0,1,1,7.0,1,31911,32026,37157
0,31,0,0,1,11.0,1,23079,23155,38398
0,64,0,0,0,13.0,0,54597,54805,44405
0,42,1,0,1,8.8,0,54791,54528,43191
0,26,0,0,1,10.0,1,37371,38263,40489
0,28,0,0,0,12.0,0,46829,48083,51863
0,40,1,0,1,6.8,0,40410,39278,36334
1,31,0,0,1,8.0,0,55210,55916,42502
0,56,0,0,0,9.0,0,44847,44570,39637
0,59,0,0,1,7.0,0,46620,45537,39039
1,59,1,0,0,10.8,0,43082,43319,45786
1,60,1,0,0,7.8,0,57008,57912,31573
0,21,1,0,1,7.8,1,45484,45787,43207
1,64,0,0,0,12.0,0,30311,29909,45107
0,28,1,0,1,7.8,1,43975,45211,35008
1,47,0,1,0,8.0,0,20295,21558,39265
0,25,1,0,1,9.8,1,24418,25093,36079
1,44,1,0,1,7.8,0,39168,38785,44886
0,27,1,0,1,12.8,0,30021,29923,43103
1,31,1,0,1,12.8,0,45550,44923,44118
1,47,0,0,0,11.0,0,50472,48812,46474
1,26,0,0,1,13.0,0,54749,55042,40855
1,29,0,0,1,10.0,0,45829,44934,42084
1,21,1,0,1,12.8,0,58696,57079,46107
0,51,1,0,0,12.8,0,40418,40497,43030
1,25,0,0,1,10.0,0,53169,51479,46793
0,18,0,1,1,7.0,0,55498,56384,42124
1,63,0,0,1,10.0,0,35684,36531,39612
1,49,0,1,1,7.0,0,21485,21880,41102
0,38,0,1,1,12.0,0,29495,30049,44653
1,36,0,0,1,11.0,0,45522,45815,42070
1,59,1,0,0,7.8,0,41244,42676,39468
1,28,0,0,0,11.0,0,58492,58340,41723
0,29,0,0,1,10.0,0,29130,32151,41284
1,23,1,0,1,12.8,0,46400,45535,44286
0,27,0,0,1,7.0,0,27939,28960,39457
1,57,0,0,0,8.0,0,31654,32736,49838
0,37,1,1,0,7.8,1,24154,23105,40060
1,54,1,0,0,11.8,0,46299,45774,53661
1,61,0,0,0,13.0,0,45315,44946,50975
0,53,0,0,0,13.0,0,57103,58835,39068
0,27,0,0,1,10.0,0,47250,47191,46781
1,59,1,0,1,7.8,0,41351,39343,42044
0,57,1,0,0,12.8,0,48052,47700,40981
1,33,0,0,1,7.0,1,43269,43399,40652
0,61,0,1,0,9.0,0,25927,26184,43229
1,37,0,1,0,7.0,0,30647,30200,42307
0,61,0,0,1,8.0,0,53362,52302,43858
0,42,0,0,1,13.0,1,46197,45154,48096
0,44,0,0,1,13.0,0,56033,55819,40676
1,38,0,1,1,11.0,0,25590,24875,38226
0,49,0,1,0,12.0,0,41024,39929,40958
0,55,1,0,0,8.8,0,39037,37178,40203
1,47,0,0,0,11.0,0,44270,44699,45542
0,43,1,0,1,7.8,0,26256,26735,37915
0,39,0,1,0,8.0,0,20124,19291,44452
0,64,1,1,0,7.8,0,50055,51870,35403
1,52,1,0,0,9.8,0,47439,46366,41046
0,33,1,0,0,12.8,0,32601,31978,38372
0,56,1,1,0,11.8,0,38266,38658,38802
0,48,0,0,1,13.0,0,32839,32125,43493
0,21,1,1,0,12.8,1,49434,50330,42136
0,27,0,1,1,8.0,0,37600,38850,39388
0,28,0,0,1,9.0,0,36763,36354,48344
0,28,0,1,1,9.0,0,20648,21027,37486
0,19,0,0,1,9.0,0,28257,27118,40895
1,30,0,0,1,10.0,0,29649,29935,40093
0,26,0,1,0,8.0,1,54088,53028,40299
0,32,1,0,1,9.8,0,30191,29999,34484
1,24,0,0,0,11.0,0,43751,43433,42830
1,44,0,0,1,11.0,0,34060,32554,44937
0,42,0,1,0,8.0,0,37720,38392,41796
1,45,0,0,0,7.0,1,46395,46279,37664
0,36,0,0,0,7.0,1,44810,46828,35642
0,58,0,0,0,8.0,0,56145,54987,47220
1,31,0,0,1,12.0,1,49522,48644,37629
0,63,0,0,0,10.0,0,34074,35742,37723
1,47,0,1,1,9.0,0,31259,29795,48141
1,58,0,0,0,11.0,0,41898,41562,37373
1,49,0,0,0,10.0,0,29667,29811,46720
1,47,0,1,1,11.0,0,59536,59824,41770
1,63,1,0,1,7.8,0,54143,55545,43450
1,43,1,1,1,6.8,0,59548,58530,42314
1,36,0,0,1,8.0,0,34479,34345,44393
0,59,0,0,0,7.0,0,56353,57603,39444
1,42,0,1,1,12.0,0,58226,58852,45149
1,44,1,1,1,9.8,0,47502,47827,37068
0,19,0,0,1,12.0,1,21716,20830,39482
1,26,0,0,0,8.0,0,52415,51832,39099
1,53,1,0,0,12.8,0,35474,35695,46999
1,61,0,0,1,13.0,0,23139,22887,44273
0,42,1,1,1,11.8,0,42813,42005,36829
0,42,0,0,1,10.0,0,42825,43681,42778
0,59,0,0,0,9.0,0,26176,27487,41633
